ref,book_code,book_name,chapter,verse,greek_text,transliteration,literal_gloss,syntax_notes,draft_translation
Tobit 1:21,TOB,Tobit,1,21,"καὶ οὐ διῆλθον ἡμέρας πεντήκοντα, ἕως οὗ ἀπέκτειναν αὐτὸν οἱ δύο υἱοὶ αὐτοῦ καὶ ἔφυγον εἰς τὰ ὄρη Ἀραράθ, καὶ ἐβασίλευσε Σαχερδονὸς υἱὸς αὐτοῦ ἀντ᾿ αὐτοῦ, καὶ ἔταξεν Ἀχιάχαρον τὸν Ἀναὴλ υἱὸν τοῦ ἀδελφοῦ μου ἐπὶ πᾶσαν τὴν ἐκλογιστίαν τῆς βασιλείας αὐτοῦ καὶ ἐπὶ πᾶσαν τήν διοίκησιν.",,,,"And fifty days did not pass until his two sons killed him and fled into the mountains of Ararat, and Sacherdonos his son reigned in his place, and he appointed Achiacharos, Anael son of my brother, over all the accounting of his kingdom and over all the administration."
Tobit 1:22,TOB,Tobit,1,22,"καὶ ἠξίωσεν Ἀχιάχαρος περὶ ἐμοῦ, καὶ ἦλθον εἰς Νινευῆ. Ἀχιάχαρος δὲ ἦν ὁ οἰνοχόος καὶ ἐπὶ τοῦ δακτυλίου καὶ διοικητὴς καὶ ἐκλογιστής, καὶ κατέστησεν αὐτὸν ὁ Σαχερδονὸς ἐκ δευτέρας· ἦν δὲ ἐξάδελφός μου.",,,,"And Achiacharos made request concerning me, and I came to Nineveh. Now Achiacharos was the cupbearer and in charge of the ring and administrator and accountant, and Sacherdonos appointed him second; and he was my cousin."
Tobit 2:1,TOB,Tobit,2,1,"ΟΤΕ δὲ κατῆλθον εἰς τὸν οἶκόν μου καὶ ἀπεδόθη μοι Ἄννα ἡ γυνή μου, καὶ Τωβίας ὁ υἱός μου, ἐν τῇ πεντηκοστῇ ἑορτῇ, ἥ ἐστιν ἁγία ἑπτὰ ἑβδομάδων, ἐγενήθη ἄριστον καλόν μοι, καὶ ἀνέπεσα τοῦ φαγεῖν.",,,,"But when I came down to my house and Anna my wife was restored to me, and Tobias my son, at the feast of Pentecost, which is the holy feast of seven weeks, a good meal was prepared for me, and I reclined to eat."
Tobit 2:2,TOB,Tobit,2,2,"καὶ ἐθεασάμην ὄψα πολλὰ καὶ εἶπα τῷ υἱῷ μου· βάδισον καὶ ἄγαγε ὃν ἂν εὕρῃς τῶν ἀδελφῶν ἡμῶν ἐνδεῆ, ὃς μέμνηται τοῦ Κυρίου, καὶ ἰδοὺ μένω σε.",,,,"And I saw many dishes and said to my son, Go and bring whomever you may find of our brothers in need, who remembers the Lord, and behold, I am waiting for you."
Tobit 2:3,TOB,Tobit,2,3,"καὶ ἐλθὼν εἶπε· πάτερ, εἷς ἐκ τοῦ γένους ἡμῶν ἐστραγγαλωμένος ἔρριπται ἐν τῇ ἀγορᾷ.",,,,"And when he came, he said, Father, one from our race has been strangled and thrown in the marketplace."
Tobit 2:4,TOB,Tobit,2,4,"κἀγὼ πρὶν ἢ γεύσασθαί με, ἀναπηδήσας ἀνειλόμην αὐτὸν εἴς τι οἴκημα, ἕως οὗ ἔδυ ὁ ἥλιος.",,,,"And before I tasted anything, I leaped up and took him away into some room until the sun set."
Tobit 2:5,TOB,Tobit,2,5,καὶ ἐπιστρέψας ἐλουσάμην καὶ ἤσθιον τὸν ἄρτον μου ἐν λύπῃ·,,,,"And returning, I washed and ate my bread in grief;"
Tobit 2:6,TOB,Tobit,2,6,"καὶ ἐμνήσθην τῆς προφητείας Ἀμώς, καθὼς εἶπε· στραφήσονται αἱ ἑορταὶ ὑμῶν εἰς πένθος καὶ πᾶσαι αἱ εὐφροσύναι ὑμῶν εἰς θρῆνον,",,,,"and I remembered the prophecy of Amos, just as he said, Your feasts will be turned into mourning and all your gladnesses into lamentation,"
Tobit 2:7,TOB,Tobit,2,7,"καὶ ἔκλαυσα. καὶ ὅτε ἔδυ ὁ ἥλιος, ᾠχόμην καὶ ὀρύξας ἔθαψα αὐτόν.",,,,"and I wept. And when the sun set, I went away and dug and buried him."
Tobit 2:8,TOB,Tobit,2,8,"καὶ οἱ πλησίον ἐπεγέλων λέγοντες· οὐκ ἔτι φοβεῖται φονευθῆναι περὶ τοῦ πράγματος τούτου, καὶ ἀπέδρα, καὶ ἰδοὺ πάλιν θάπτει τοὺς νεκρούς.",,,,"And the neighbors kept laughing, saying, Does he no longer fear being murdered concerning this matter? He ran away, and behold, again he is burying the dead."
Tobit 2:9,TOB,Tobit,2,9,"καὶ ἐν αὐτῇ τῇ νυκτὶ ἀνέλυσα θάψας καὶ ἐκοιμήθην μεμιαμμένος παρὰ τὸν τοῖχον τῆς αὐλῆς, καὶ τὸ πρόσωπόν μου ἀκάλυπτον ἦν.",,,,"And in that same night I returned after burying him and slept defiled by the wall of the courtyard, and my face was uncovered."
Tobit 2:10,TOB,Tobit,2,10,"καὶ οὐκ ᾔδειν ὅτι στρουθία ἐν τῷ τοίχῳ ἐστί, καὶ τῶν ὀφθαλμῶν μου ἀνεῳγότων, ἀφώδευσαν τὰ στρουθία θερμὸν εἰς τοὺς ὀφθαλμούς μου, καὶ ἐγενήθη λευκώματα ἐν τοῖς ὀφθαλμοῖς μου. καὶ ἐπορεύθην πρὸς ἰατρούς, καὶ οὐκ ὠφέλησάν με· Ἀχιάχαρος δὲ ἔτρεφέ με, ἕως οὗ ἐπορεύθην εἰς τὴν Ἐλυμαΐδα.",,,,"And I did not know that sparrows were in the wall, and while my eyes were open, the sparrows defecated hot dung into my eyes, and white spots came to be in my eyes. And I went to physicians, and they did not help me; but Achiacharos fed me until I went to Elymais."
Tobit 2:11,TOB,Tobit,2,11,καὶ ἡ γυνή μου Ἄννα ἠριθεύετο ἐν τοῖς γυναικείοις·,,,,And Anna my wife worked for wages in women's work;
Tobit 2:12,TOB,Tobit,2,12,"καὶ ἀπέστελλε τοῖς κυρίοις, καὶ ἀπέδωκαν αὐτῇ καὶ αὐτοὶ τὸν μισθὸν προσδόντες καὶ ἔριφον.",,,,"and she sent it to the owners, and they paid her the wage, adding also a young goat."
Tobit 2:13,TOB,Tobit,2,13,"ὅτε δὲ ἦλθε πρός με, ἤρξατο κράζειν· καὶ εἶπα αὐτῇ· πόθεν τὸ ἐρίφιον; μὴ κλεψιμαῖόν ἐστιν; ἀπόδος αὐτὸ τοῖς κυρίοις· οὐ γὰρ θεμιτόν ἐστι φαγεῖν κλεψιμαῖον.",,,,"But when it came to me, it began to bleat; and I said to her, From where is the young goat? Is it not stolen? Return it to the owners; for it is not lawful to eat what is stolen."
Tobit 2:14,TOB,Tobit,2,14,ἡ δὲ εἶπε· δῶρον δέδοταί μοι ἐπὶ τῷ μισθῷ. καὶ οὐκ ἐπίστευον αὐτῇ καὶ ἔλεγον ἀποδιδόναι αὐτὸ τοῖς κυρίοις καί ἠρυθρίων πρὸς αὐτήν· ἡ δὲ ἀποκριθεῖσα εἶπέ μοι· ποῦ εἰσιν αἱ ἐλεημοσύναι σου καὶ αἱ δικαιοσύναι σου; ἰδοὺ γνωστὰ πάντα μετὰ σοῦ.,,,,"But she said, A gift has been given to me in addition to the wage. And I did not believe her and kept telling her to return it to the owners, and I was ashamed before her. But answering, she said to me, Where are your acts of mercy and your righteousness? Behold, everything about you is known."
Tobit 3:1,TOB,Tobit,3,1,ΚΑΙ λυπηθεὶς ἔκλαυσα καὶ προσευξάμην μετ᾿ ὀδύνης λέγων·,,,,"And being grieved, I wept and prayed with anguish, saying,"
Tobit 3:2,TOB,Tobit,3,2,"δίκαιος εἶ, Κύριε, καὶ πάντα τὰ ἔργα σου καὶ πᾶσαι αἱ ὁδοί σου ἐλεημοσύναι καὶ ἀλήθεια, καὶ κρίσιν ἀληθινὴν καὶ δικαίαν σὺ κρίνεις εἰς τὸν αἰῶνα.",,,,"You are righteous, Lord, and all your works and all your ways are acts of mercy and truth, and you judge true and righteous judgment forever."
Tobit 3:3,TOB,Tobit,3,3,"μνήσθητί μου καὶ ἐπίβλεψον ἐπ᾿ ἐμέ· μή με ἐκδικήσῃς ταῖς ἁμαρτίαις μου καὶ τοῖς ἀγνοήμασί μου καὶ τῶν πατέρων μου, ἃ ἥμαρτον ἐνώπιόν σου·",,,,"Remember me and look upon me; do not take vengeance on me for my sins and my sins of ignorance and those of my fathers, which they sinned before you;"
Tobit 3:4,TOB,Tobit,3,4,"παρήκουσαν γὰρ τῶν ἐντολῶν σου, καὶ ἔδωκας ἡμᾶς εἰς διαρπαγὴν καὶ αἰχμαλωσίαν καὶ θάνατον καὶ παραβολὴν ὀνειδισμοῦ πᾶσι τοῖς ἔθνεσιν, ἐν οἷς ἐσκορπίσμεθα.",,,,"for they disobeyed your commandments, and you gave us to plunder and captivity and death and a parable of reproach to all the nations among whom we have been scattered."
Tobit 3:5,TOB,Tobit,3,5,"καὶ νῦν πολλαὶ αἱ κρίσεις σού εἰσι καὶ ἀληθιναὶ ἐξ ἐμοῦ ποιῆσαι περὶ τῶν ἁμαρτιῶν μου καὶ τῶν πατέρων μου, ὅτι οὐκ ἐποιήσαμεν τὰς ἐντολάς σου· οὐ γὰρ ἐπορεύθημεν ἐν ἀληθείᾳ ἐνώπιόν σου.",,,,"And now your judgments are many and true, to do with me concerning my sins and those of my fathers, because we did not do your commandments; for we did not walk in truth before you."
Tobit 3:6,TOB,Tobit,3,6,"καὶ νῦν κατὰ τὸ ἀρεστὸν ἐνώπιόν σου ποίησον μετ᾿ ἐμοῦ· ἐπίταξον ἀναλαβεῖν τὸ πνεῦμά μου, ὅπως ἀπολυθῶ καὶ γένωμαι γῆ· διότι λυσιτελεῖ μοι ἀποθανεῖν ἢ ζῆν, ὅτι ὀνειδισμοὺς ψευδεῖς ἤκουσα, καὶ λύπη ἐστὶ πολλὴ ἐν ἐμοί· ἐπίταξον ἀπολυθῆναί με τῆς ἀνάγκης ἤδη εἰς τὸν αἰώνιον τόπον, μὴ ἀποστρέψῃς τὸ πρόσωπόν σου ἀπ ᾿ ἐμοῦ.",,,,"And now do with me according to what is pleasing before you; command that my spirit be taken up, so that I may be released and become earth; because it is better for me to die than to live, because I have heard false reproaches, and much grief is in me. Command that I be released now from distress into the eternal place; do not turn your face away from me."
Tobit 3:7,TOB,Tobit,3,7,"Ἐν τῇ αὐτῇ ἡμέρᾳ συνέβη τῇ θυγατρὶ Ραγουὴλ Σάρρᾳ ἐν Ἐκβατάνοις τῆς Μηδίας καὶ ταύτην ὀνειδισθῆναι ὑπὸ παιδισκῶν πατρὸς αὐτῆς,",,,,"On the same day it also happened to Sarah, daughter of Raguel, in Ecbatana of Media, to be reproached by her father's maidservants,"
Tobit 3:8,TOB,Tobit,3,8,"ὅτι ἦν δεδομένη ἀνδράσιν ἑπτά, καὶ Ἀσμοδαῖος τὸ πονηρὸν δαιμόνιον ἀπέκτεινεν αὐτοὺς πρὶν ἢ γενέσθαι αὐτοὺς μετ᾿ αὐτῆς ὡς ἐν γυναιξί. καὶ εἶπαν αὐτῇ· οὐ συνιεῖς ἀποπνίγουσά σου τοὺς ἄνδρας; ἤδη ἑπτὰ ἔσχες καὶ ἑνὸς αὐτῶν οὐκ ὠνομάσθης·",,,,"because she had been given to seven men, and Asmodeus the evil demon killed them before they came to be with her as with women. And they said to her, Do you not understand that you are strangling your husbands? You have already had seven, and you were not named by one of them;"
Tobit 3:9,TOB,Tobit,3,9,"τί ἡμᾶς μαστιγοῖς; εἰ ἀπέθαναν, βάδιζε μετ᾿ αὐτῶν· μὴ ἴδοιμέν σου υἱὸν ἢ θυγατέρα εἰς τὸν αἰῶνα.",,,,"why do you scourge us? If they died, go with them. May we not see son or daughter of yours forever."
Tobit 3:10,TOB,Tobit,3,10,"ταῦτα ἀκούσασα ἐλυπήθη σφόδρα ὥστε ἀπάγξασθαι. καὶ εἶπε· μία μέν εἰμι τῷ πατρί μου· ἐὰν ποιήσω τοῦτο, ὄνειδος αὐτῷ ἔσται, καὶ τὸ γῆρας αὐτοῦ κατάξω μετ᾿ ὀδύνης εἰς ᾅδου.",,,,"Having heard these things, she was grieved exceedingly, so as to hang herself. And she said, I am my father's only one; if I do this, it will be a reproach to him, and I will bring down his old age with anguish to Hades."
Tobit 3:11,TOB,Tobit,3,11,"καὶ ἐδεήθη πρὸς τῇ θυρίδι καὶ εἶπεν· εὐλογητὸς εἶ, Κύριε ὁ Θεός μου, καὶ εὐλογητὸν τὸ ὄνομά σου τὸ ἅγιον καὶ ἔντιμον εἰς τοὺς αἰῶνας· εὐλογήσαισάν σε πάντα τὰ ἔργα σου εἰς τὸν αἰῶνα.",,,,"And she prayed by the window and said, Blessed are you, Lord my God, and blessed is your holy and honorable name forever; may all your works bless you forever."
Tobit 3:12,TOB,Tobit,3,12,"καὶ νῦν, Κύριε, τοὺς ὀφθαλμούς μου καὶ τὸ πρόσωπόν μου εἰς σὲ δέδωκα·",,,,"And now, Lord, I have given my eyes and my face to you;"
Tobit 3:13,TOB,Tobit,3,13,εἰπὸν ἀπολῦσαί με ἀπὸ τῆς γῆς καὶ μὴ ἀκοῦσαί με μηκέτι ὀνειδισμόν.,,,,say to release me from the earth and not hear reproach anymore.
Tobit 3:14,TOB,Tobit,3,14,"σὺ γινώσκεις, Κύριε, ὅτι καθαρά εἰμι ἀπὸ πάσης ἁμαρτίας ἀνδρὸς",,,,"You know, Lord, that I am pure from every sin with a man,"
Tobit 3:15,TOB,Tobit,3,15,"καὶ οὐκ ἐμόλυνα τὸ ὄνομά μου οὐδὲ τὸ ὄνομα τοῦ πατρός μου ἐν τῇ γῇ τῆς αἰχμαλωσίας μου. μονογενής εἰμι τῷ πατρί μου, καὶ οὐχ ὑπάρχει αὐτῷ παιδίον, ὃ κληρονομήσει αὐτόν, οὐδὲ ἀδελφὸς ἐγγὺς οὐδὲ ὑπάρχων αὐτῷ υἱός, ἵνα συντηρήσω ἐμαυτὴν αὐτῷ γυναῖκα. ἤδη ἀπώλοντό μοι ἑπτά· ἵνα τί μοι ζῆν; καὶ εἰ μὴ δοκεῖ σοι ἀποκτεῖναί με, ἐπίταξον ἐπιβλέψαι ἐπ᾿ ἐμὲ καὶ ἐλεῆσαί με καὶ μηκέτι ἀκοῦσαί με ὀνειδισμόν.",,,,"and I did not defile my name nor the name of my father in the land of my captivity. I am only-begotten to my father, and no child exists for him who will inherit him, nor a near brother, nor a son existing for him, for whom I should keep myself as wife. Already seven have perished for me; why should I live? And if it does not seem good to you to kill me, command to look upon me and have mercy on me, and for me no longer to hear reproach."
Tobit 3:16,TOB,Tobit,3,16,"Καὶ εἰσηκούσθη προσευχὴ ἀμφοτέρων ἐνώπιον τῆς δόξης τοῦ μεγάλου Ραφαήλ,",,,,"And the prayer of both was heard before the glory of the great Raphael,"
Tobit 3:17,TOB,Tobit,3,17,"καὶ ἀπεστάλη ἰάσασθαι τοὺς δύο, τοῦ Τωβὶτ λεπίσαι τὰ λευκώματα καὶ Σάρραν τὴν τοῦ Ραγουὴλ δοῦναι Τωβίᾳ τῷ υἱῷ Τωβὶτ γυναῖκα καὶ δῆσαι Ἀσμοδαῖον τὸ πονηρὸν δαιμόνιον, διότι Τωβίᾳ ἐπιβάλλει κληρονομῆσαι αὐτήν. ἐν αὐτῷ τῷ καιρῷ ἐπιστρέψας Τωβὶτ εἰσῆλθεν εἰς τὸν οἶκον αὐτοῦ καὶ Σάρρα ἡ τοῦ Ραγουὴλ κατέβη ἐκ τοῦ ὑπερῴου αὐτῆς.",,,,"and he was sent to heal the two: to peel away the white spots of Tobit and to give Sarah, daughter of Raguel, to Tobias son of Tobit as wife, and to bind Asmodeus the evil demon, because it falls to Tobias to inherit her. At that same time, Tobit returned and entered his house, and Sarah daughter of Raguel came down from her upper room."
Tobit 4:1,TOB,Tobit,4,1,"ΕΝ τῇ ἡμέρᾳ ἐκείνη ἐμνήσθη Τωβὶτ περὶ τοῦ ἀργυρίου, οὗ παρέθετο Γαβαὴλ ἐν Ράγοις τῆς Μηδίας,",,,,"On that day Tobit remembered concerning the silver that he had deposited with Gabael in Rages of Media,"
Tobit 4:2,TOB,Tobit,4,2,"καὶ εἶπεν ἐν ἑαυτῷ· ἐγὼ ᾐτησάμην θάνατον, τί οὐ καλῶ Τωβίαν τὸν υἱόν μου, ἵνα αὐτῷ ὑποδείξω πρὶν ἀποθανεῖν με;",,,,"and he said in himself, I asked for death; why do I not call Tobias my son, so that I may disclose it to him before I die?"
Tobit 4:3,TOB,Tobit,4,3,"καὶ καλέσας αὐτὸν εἶπε· παιδίον, ἐὰν ἀποθάνω, θάψον με, καὶ μὴ ὑπερίδῃς τὴν μητέρα σου· τίμα αὐτὴν πάσας τὰς ἡμέρας τῆς ζωῆς σου καὶ ποίει τὸ ἀρεστὸν αὐτῇ καὶ μὴ λυπήσῃς αὐτήν.",,,,"And calling him, he said, Child, if I die, bury me, and do not overlook your mother; honor her all the days of your life, and do what is pleasing to her, and do not grieve her."
Tobit 4:4,TOB,Tobit,4,4,"μνήσθητι, παιδίον, ὅτι πολλοὺς κινδύνους ἑώρακεν ἐπὶ σοὶ ἐν τῇ κοιλίᾳ· ὅταν ἀποθάνῃ, θάψον αὐτὴν παρ᾿ ἐμοὶ ἐν ἑνὶ τάφῳ.",,,,"Remember, child, that she has seen many dangers over you in the womb; when she dies, bury her beside me in one tomb."
Tobit 4:5,TOB,Tobit,4,5,"πάσας τὰς ἡμέρας, παιδίον, Κυρίου τοῦ Θεοῦ ἡμῶν μνημόνευε καὶ μὴ θελήσῃς ἁμαρτάνειν καὶ παραβῆναι τὰς ἐντολὰς αὐτοῦ. δικαιοσύνην ποίει πάσας τὰς ἡμέρας τῆς ζωῆς σου καὶ μὴ πορευθῇς ταῖς ὁδοῖς τῆς ἀδικίας·",,,,"All the days, child, remember the Lord our God, and do not desire to sin and transgress his commandments. Do righteousness all the days of your life, and do not walk in the ways of unrighteousness;"
Tobit 4:6,TOB,Tobit,4,6,"διότι ποιοῦντός σου τὴν ἀλήθειαν, εὐοδίαι ἔσονται ἐν τοῖς ἔργοις σου καὶ πᾶσι τοῖς ποιοῦσι τὴν δικαιοσύνην.",,,,"because when you do the truth, there will be good success in your works and for all those who do righteousness."
Tobit 4:7,TOB,Tobit,4,7,"ἐκ τῶν ὑπαρχόντων σοι ποίει ἐλεημοσύνην, καὶ μὴ φθονεσάτω σου ὁ ὀφθαλμὸς ἐν τῷ ποιεῖν σε ἐλεημοσύνην· μὴ ἀποστρέψῃς τὸ πρόσωπόν σου ἀπὸ παντὸς πτωχοῦ, καὶ ἀπὸ σοῦ οὐ μὴ ἀποστραφῇ τὸ πρόσωπον τοῦ Θεοῦ.",,,,"From your possessions, do almsgiving, and let your eye not be grudging when you do almsgiving. Do not turn your face away from every poor person, and the face of God will certainly not be turned away from you."
