family,description,ref,book_name,chapter,verse,greek_text,fresh_translation,bucket,dominant_bucket,dominant_count,family_row_count
name-there-formula,Name formula with location marker such as 'to have his name called there'.,2 Chronicles 12:13,2 Chronicles,12,13,και κατισχυσεν ροβοαμ εν ιερουσαλημ και εβασιλευσεν και τεσσαρακοντα και ενος ετων ροβοαμ εν τω βασιλευσαι αυτον και επτακαιδεκα ετη εβασιλευσεν εν ιερουσαλημ εν τη πολει η εξελεξατο κυριος επονομασαι το ονομα αυτου εκει εκ πασων φυλων υιων ισραηλ και ονομα της μητρος αυτου νοομμα η αμμανιτις,"And Rehoboam was strengthened in Jerusalem and reigned. Rehoboam was forty-one years old when he began to reign, and he reigned seventeen years in Jerusalem, in the city which the Lord chose from all the tribes of the sons of Israel to have his name called there, and his mother's name was Naamah the Ammonite.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:5,Deuteronomy,12,5,αλλ' η εις τον τοπον ον αν εκλεξηται κυριος ο θεος υμων εν μια των φυλων υμων επονομασαι το ονομα αυτου εκει επικληθηναι και εκζητησετε και εισελευσεσθε εκει,"But only to the place that the Lord your God chooses in one of your tribes, to have his name called there, you shall seek, and you shall go in there.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:11,Deuteronomy,12,11,και εσται ο τοπος ον αν εκλεξηται κυριος ο θεος υμων επικληθηναι το ονομα αυτου εκει εκει οισετε παντα οσα εγω εντελλομαι υμιν σημερον τα ολοκαυτωματα υμων και τα θυσιασματα υμων και τα επιδεκατα υμων και τας απαρχας των χειρων υμων και τα δοματα υμων και παν εκλεκτον των δωρων υμων οσα εαν ευξησθε τω θεω υμων,"And it shall be, the place that the Lord your God chooses for his name to be called there, there you shall bring everything that I command you today, your whole burnt offerings and your sacrifices and your tithes and the firstfruits of your hands and every choice gift that you vow to your God.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:21,Deuteronomy,12,21,εαν δε μακροτερον απεχη σου ο τοπος ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει και θυσεις απο των βοων σου και απο των προβατων σου ων αν δω ο θεος σοι ον τροπον ενετειλαμην σοι και φαγη εν ταις πολεσιν σου κατα την επιθυμιαν της ψυχης σου,"And if the place that the Lord your God chooses for his name to be called there is farther from you, then you shall slaughter from your cattle and from your sheep that God gave you, in the way I commanded you, and you shall eat in your cities according to the desire of your soul.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:26,Deuteronomy,12,26,πλην τα αγια σου εαν γενηται σοι και τας ευχας σου λαβων ηξεις εις τον τοπον ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,"Except your holy things that you may have, and your vows, taking them you shall come to the place that the Lord your God chooses for his name to be called there.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 14:23,Deuteronomy,14,23,και φαγη αυτο εναντι κυριου του θεου σου εν τω τοπω ω αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει οισετε τα επιδεκατα του σιτου σου και του οινου σου και του ελαιου σου τα πρωτοτοκα των βοων σου και των προβατων σου ινα μαθης φοβεισθαι κυριον τον θεον σου πασας τας ημερας,"And you shall eat it before the Lord your God in the place where the Lord your God chooses for his name to be called there. You shall bring the tithes of your grain and your wine and your oil and the firstborn of your cattle and your sheep, so that you may learn to fear the Lord your God all the days.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 14:24,Deuteronomy,14,24,εαν δε μακραν γενηται απο σου η οδος και μη δυνη αναφερειν αυτα οτι μακραν απο σου ο τοπος ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει οτι ευλογησει σε κυριος ο θεος σου,"And if the road is too long for you and you are not able to carry them, because the place that the Lord your God chooses for his name to be called there is far from you, because the Lord your God will bless you,",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 16:2,Deuteronomy,16,2,και θυσεις το πασχα κυριω τω θεω σου προβατα και βοας εν τω τοπω ω εαν εκλεξηται κυριος ο θεος σου αυτον επικληθηναι το ονομα αυτου εκει,"And you shall sacrifice the Passover to the Lord your God, sheep and cattle, in the place that the Lord your God chooses for his name to be called there.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 16:6,Deuteronomy,16,6,αλλ' η εις τον τοπον ον εαν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει θυσεις το πασχα εσπερας προς δυσμας ηλιου εν τω καιρω ω εξηλθες εξ αιγυπτου,"but only at the place that the Lord your God chooses for his name to be called there, there you shall sacrifice the Passover in the evening, at the setting of the sun, at the time when you came out from Egypt.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 16:11,Deuteronomy,16,11,και ευφρανθηση εναντιον κυριου του θεου σου συ και ο υιος σου και η θυγατηρ σου ο παις σου και η παιδισκη σου και ο λευιτης ο εν ταις πολεσιν σου και ο προσηλυτος και ο ορφανος και η χηρα η εν υμιν εν τω τοπω ω εαν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,"And you shall rejoice before the Lord your God, you and your son and your daughter, your male servant and your female servant, and the Levite in your cities and the proselyte and the orphan and the widow among you, in the place that the Lord your God chooses for his name to be called there.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 17:8,Deuteronomy,17,8,εαν δε αδυνατηση απο σου ρημα εν κρισει ανα μεσον αιμα αιματος και ανα μεσον κρισις κρισεως και ανα μεσον αφη αφης και ανα μεσον αντιλογια αντιλογιας ρηματα κρισεως εν ταις πολεσιν υμων και αναστας αναβηση εις τον τοπον ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,"And if a matter in judgment is too hard for you, between blood and blood, and between judgment and judgment, and between wound and wound, words of judgment in your cities, then, rising, you shall go up to the place that the Lord your God chooses for his name to be called there.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 17:10,Deuteronomy,17,10,και ποιησεις κατα το πραγμα ο εαν αναγγειλωσιν σοι εκ του τοπου ου αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει και φυλαξη σφοδρα ποιησαι κατα παντα οσα εαν νομοθετηθη σοι,"And you shall act according to the matter that they report to you from the place that the Lord your God chooses for his name to be called there, and you shall keep very carefully to do according to everything that may be legislated to you.",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 26:2,Deuteronomy,26,2,και λημψη απο της απαρχης των καρπων της γης σου ης κυριος ο θεος σου διδωσιν σοι και εμβαλεις εις καρταλλον και πορευση εις τον τοπον ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,then you shall take from the firstfruits of the fruits of your land that the Lord your God gives you and put them into a basket and go to the place that the Lord your God chooses for his name to be called there.,called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Exodus 20:24,Exodus,20,24,θυσιαστηριον εκ γης ποιησετε μοι και θυσετε επ' αυτου τα ολοκαυτωματα και τα σωτηρια υμων τα προβατα και τους μοσχους υμων εν παντι τοπω ου εαν επονομασω το ονομα μου εκει και ηξω προς σε και ευλογησω σε,"""You shall make me an altar of earth, and upon it you shall sacrifice your whole burnt offerings and your offerings of salvation, your sheep and your calves. In every place where I cause my name to be called, I will come to you and bless you.""",called-there,called-there,15,16
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Jeremiah 7:11,Jeremiah,7,11,μη σπηλαιον ληστων ο οικος μου ου επικεκληται το ονομα μου επ' αυτω εκει ενωπιον υμων και εγω ιδου εωρακα λεγει κυριος,"has my house over which my name has been called become den of robbers there before you? And I, behold, have seen, says Lord.",other,called-there,15,16
name-upon-formula,Name formula with 'upon' language for house/people/object.,1 Chronicles 28:3,1 Chronicles,28,3,και ο θεος ειπεν ουκ οικοδομησεις εμοι οικον του επονομασαι το ονομα μου επ' αυτω οτι ανθρωπος πολεμιστης ει συ και αιματα εξεχεας,"But God said, You shall not build me a house to have my name called upon it, because you are man of war and have poured out blood.",called-upon,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,2 Chronicles 7:14,2 Chronicles,7,14,και εαν εντραπη ο λαος μου εφ' ους το ονομα μου επικεκληται επ' αυτους και προσευξωνται και ζητησωσιν το προσωπον μου και αποστρεψωσιν απο των οδων αυτων των πονηρων και εγω εισακουσομαι εκ του ουρανου και ιλεως εσομαι ταις αμαρτιαις αυτων και ιασομαι την γην αυτων,"and my people upon whom my name has been called are put to shame, and they pray and seek my face and turn from their evil ways, then I will hear from heaven and be merciful to their sins and heal their land.",other,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Amos 9:12,Amos,9,12,οπως εκζητησωσιν οι καταλοιποι των ανθρωπων και παντα τα εθνη εφ' ους επικεκληται το ονομα μου επ' αυτους λεγει κυριος ο θεος ο ποιων ταυτα,"so that remnant of men and all nations upon whom my name was called upon them may seek, says Lord God who does these things.",called-upon,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:10,Jeremiah,7,10,και ηλθετε και εστητε ενωπιον εμου εν τω οικω ου επικεκληται το ονομα μου επ' αυτω και ειπατε απεσχημεθα του μη ποιειν παντα τα βδελυγματα ταυτα,"and you came and stood before me in house over which my name has been called and said, We have held back from doing all these abominations—",other,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:11,Jeremiah,7,11,μη σπηλαιον ληστων ο οικος μου ου επικεκληται το ονομα μου επ' αυτω εκει ενωπιον υμων και εγω ιδου εωρακα λεγει κυριος,"has my house over which my name has been called become den of robbers there before you? And I, behold, have seen, says Lord.",other,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:14,Jeremiah,7,14,και ποιησω τω οικω τουτω ω επικεκληται το ονομα μου επ' αυτω εφ' ω υμεις πεποιθατε επ' αυτω και τω τοπω ω εδωκα υμιν και τοις πατρασιν υμων καθως εποιησα τη σηλωμ,"I will do to this house over which my name has been called, on which you trust, and to place I gave to you and to your fathers, just as I did to Shiloh.",other,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 7:30,Jeremiah,7,30,οτι εποιησαν οι υιοι ιουδα το πονηρον εναντιον εμου λεγει κυριος εταξαν τα βδελυγματα αυτων εν τω οικω ου επικεκληται το ονομα μου επ' αυτον του μιαναι αυτον,"Because sons of Judah did evil before me, says Lord. They set their abominations in house over which my name has been called, to defile it.",other,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 14:9,Jeremiah,14,9,μη εση ωσπερ ανθρωπος υπνων η ως ανηρ ου δυναμενος σωζειν και συ εν ημιν ει κυριε και το ονομα σου επικεκληται εφ' ημας μη επιλαθη ημων,"Do not be like sleeping man or like man unable to save. And you are in us, Lord, and your name is called upon us; do not forget us.",called-upon,called-upon,4,9
name-upon-formula,Name formula with 'upon' language for house/people/object.,Jeremiah 15:16,Jeremiah,15,16,υπο των αθετουντων τους λογους σου συντελεσον αυτους και εσται ο λογος σου εμοι εις ευφροσυνην και χαραν καρδιας μου οτι επικεκληται το ονομα σου επ' εμοι κυριε παντοκρατωρ,"By those rejecting your words, consume them. And your word will be to me joy and gladness of my heart, because your name is called upon me, Lord Almighty.",called-upon,called-upon,4,9
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,1 Chronicles 16:1,1 Chronicles,16,1,και εισηνεγκαν την κιβωτον του θεου και απηρεισαντο αυτην εν μεσω της σκηνης ης επηξεν αυτη δαυιδ και προσηνεγκαν ολοκαυτωματα και σωτηριου εναντιον του θεου,"And they brought in ark of God and set it in middle of tent which Dauid pitched for it, and they offered whole burnt offerings and peace offerings before God.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,1 Chronicles 16:2,1 Chronicles,16,2,και συνετελεσεν δαυιδ αναφερων ολοκαυτωματα και σωτηριου και ευλογησεν τον λαον εν ονοματι κυριου,And Dauid finished offering whole burnt offerings and peace offerings and blessed people in name of Lord.,peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,1 Chronicles 21:26,1 Chronicles,21,26,και ωκοδομησεν δαυιδ εκει θυσιαστηριον κυριω και ανηνεγκεν ολοκαυτωματα και σωτηριου και εβοησεν προς κυριον και επηκουσεν αυτω εν πυρι εκ του ουρανου επι το θυσιαστηριον της ολοκαυτωσεως και καταναλωσεν την ολοκαυτωσιν,"And Dauid built there altar to Lord and offered whole burnt offerings and peace offerings, and cried out to Lord, and he answered him with fire from heaven upon altar of whole burnt offering and consumed whole burnt offering.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,2 Chronicles 7:7,2 Chronicles,7,7,και ηγιασεν σαλωμων το μεσον της αυλης της εν οικω κυριου οτι εποιησεν εκει τα ολοκαυτωματα και τα στεατα των σωτηριων οτι το θυσιαστηριον το χαλκουν ο εποιησεν σαλωμων ουκ εξεποιει δεξασθαι τα ολοκαυτωματα και τα μαναα και τα στεατα,"And Salomon sanctified middle of court in house of Lord, because there he made whole burnt offerings and fat of peace offerings, because bronze altar which Salomon made was not able to receive whole burnt offerings and grain offerings and fats.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,2 Chronicles 29:35,2 Chronicles,29,35,και η ολοκαυτωσις πολλη εν τοις στεασιν της τελειωσεως του σωτηριου και των σπονδων της ολοκαυτωσεως και κατωρθωθη το εργον εν οικω κυριου,"And whole burnt offering was much, with fats of perfection of peace offering and libations of whole burnt offering, and work in house of Lord was set right.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,2 Chronicles 30:22,2 Chronicles,30,22,και ελαλησεν εζεκιας επι πασαν καρδιαν των λευιτων και των συνιοντων συνεσιν αγαθην τω κυριω και συνετελεσαν την εορτην των αζυμων επτα ημερας θυοντες θυσιας σωτηριου και εξομολογουμενοι τω κυριω θεω των πατερων αυτων,"And Ezekias spoke to every heart of Levites, those understanding good understanding for Lord, and they completed feast of unleavened bread seven days, sacrificing sacrifices of peace offering and giving thanks to Lord God of their fathers.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,2 Chronicles 31:2,2 Chronicles,31,2,και εταξεν εζεκιας τας εφημεριας των ιερεων και των λευιτων και τας εφημεριας εκαστου κατα την εαυτου λειτουργιαν τοις ιερευσιν και τοις λευιταις εις την ολοκαυτωσιν και εις την θυσιαν του σωτηριου και αινειν και εξομολογεισθαι και λειτουργειν εν ταις πυλαις εν ταις αυλαις οικου κυριου,"And Ezekias appointed courses of priests and Levites, each course according to its own service, priests and Levites for whole burnt offering and peace offering and to praise and give thanks and minister at gates in courts of house of Lord.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,2 Chronicles 33:16,2 Chronicles,33,16,και κατωρθωσεν το θυσιαστηριον κυριου και εθυσιασεν επ' αυτο θυσιαν σωτηριου και αινεσεως και ειπεν τω ιουδα του δουλευειν κυριω θεω ισραηλ,"And he restored the altar of the Lord and sacrificed upon it a sacrifice of salvation and of praise, and told Iouda to serve the Lord God of Israel.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Amos 5:22,Amos,5,22,διοτι και εαν ενεγκητε μοι ολοκαυτωματα και θυσιας υμων ου προσδεξομαι αυτα και σωτηριου επιφανειας υμων ουκ επιβλεψομαι,"Because even if you bring me your burnt offerings and sacrifices, I will not accept them, and I will not look upon your prominent peace offerings.",peace,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Deuteronomy 27:7,Deuteronomy,27,7,και θυσεις εκει θυσιαν σωτηριου κυριω τω θεω σου και φαγη και εμπλησθηση και ευφρανθηση εναντιον κυριου του θεου σου,"and you shall sacrifice there a sacrifice of salvation to the Lord your God, and you shall eat and be filled and rejoice before the Lord your God.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Exodus 20:24,Exodus,20,24,θυσιαστηριον εκ γης ποιησετε μοι και θυσετε επ' αυτου τα ολοκαυτωματα και τα σωτηρια υμων τα προβατα και τους μοσχους υμων εν παντι τοπω ου εαν επονομασω το ονομα μου εκει και ηξω προς σε και ευλογησω σε,"""You shall make me an altar of earth, and upon it you shall sacrifice your whole burnt offerings and your offerings of salvation, your sheep and your calves. In every place where I cause my name to be called, I will come to you and bless you.""",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Exodus 24:5,Exodus,24,5,και εξαπεστειλεν τους νεανισκους των υιων ισραηλ και ανηνεγκαν ολοκαυτωματα και εθυσαν θυσιαν σωτηριου τω θεω μοσχαρια,"And he sent the young men of the sons of Israel, and they offered whole burnt offerings and sacrificed calves as offerings of salvation to God.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Exodus 32:6,Exodus,32,6,και ορθρισας τη επαυριον ανεβιβασεν ολοκαυτωματα και προσηνεγκεν θυσιαν σωτηριου και εκαθισεν ο λαος φαγειν και πιειν και ανεστησαν παιζειν,"And rising early the next day, he offered whole burnt offerings and brought sacrifices of salvation. And the people sat down to eat and drink and rose up to play.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Ezekiel 43:27,Ezekiel,43,27,και εσται απο της ημερας της ογδοης και επεκεινα ποιησουσιν οι ιερεις επι το θυσιαστηριον τα ολοκαυτωματα υμων και τα του σωτηριου υμων και προσδεξομαι υμας λεγει κυριος,"And when the days are completed, from the eighth day and onward the priests will offer on the altar your burnt offerings and your offerings of salvation, and I will accept you, says Lord.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Ezekiel 45:15,Ezekiel,45,15,και προβατον απο των δεκα προβατων αφαιρεμα εκ πασων των πατριων του ισραηλ εις θυσιας και εις ολοκαυτωματα και εις σωτηριου του εξιλασκεσθαι περι υμων λεγει κυριος θεος,"And one sheep from every ten sheep, an offering from all families of Israel, for sacrifices and burnt offerings and offerings of salvation, to make atonement for you, says Lord God.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Ezekiel 45:17,Ezekiel,45,17,και δια του αφηγουμενου εσται τα ολοκαυτωματα και αι θυσιαι και αι σπονδαι εσονται εν ταις εορταις και εν ταις νουμηνιαις και εν τοις σαββατοις και εν πασαις ταις εορταις οικου ισραηλ αυτος ποιησει τα υπερ αμαρτιας και την θυσιαν και τα ολοκαυτωματα και τα του σωτηριου του εξιλασκεσθαι υπερ του οικου ισραηλ,"And it will be ruler's part to provide burnt offerings and sacrifices and drink offerings at feasts and new moons and Sabbaths and all festivals of house of Israel; he will provide things for sin and sacrifice and burnt offerings and offerings of salvation, to make atonement for house of Israel.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Ezekiel 46:2,Ezekiel,46,2,και εισελευσεται ο αφηγουμενος κατα την οδον του αιλαμ της πυλης της εξωθεν και στησεται επι τα προθυρα της πυλης και ποιησουσιν οι ιερεις τα ολοκαυτωματα αυτου και τα του σωτηριου αυτου και προσκυνησει επι του προθυρου της πυλης και εξελευσεται και η πυλη ου μη κλεισθη εως εσπερας,"And the ruler will enter by way of the porch of the outer gate and stand by the thresholds of the gate, and the priests will offer his burnt offerings and his offerings of salvation, and he will worship at threshold of the gate and go out, and the gate will not be shut until evening.",salvation,salvation,43,71
soteria-sacrifice-formula,Cultic σωτηρι- terms in sacrificial context.,Ezekiel 46:12,Ezekiel,46,12,εαν δε ποιηση ο αφηγουμενος ομολογιαν ολοκαυτωμα σωτηριου τω κυριω και ανοιξει εαυτω την πυλην την βλεπουσαν κατ' ανατολας και ποιησει το ολοκαυτωμα αυτου και τα του σωτηριου αυτου ον τροπον ποιει εν τη ημερα των σαββατων και εξελευσεται και κλεισει τας θυρας μετα το εξελθειν αυτον,"And if the ruler prepares a voluntary offering, a burnt offering, offerings of salvation to Lord, they will open for him the gate facing east, and he will prepare his burnt offering and his offerings of salvation just as he does on Sabbath day, and he will go out, and they will shut the doors after he goes out.",salvation,salvation,43,71
