family,description,ref,book_name,chapter,verse,greek_text,fresh_translation,bucket,dominant_bucket,dominant_count,family_row_count,nt_parallel_refs,nt_parallel_greek,nt_parallel_gloss,nt_parallel_notes,nt_parallel_count,nt_parallel_weight
call-on-name-formula,"Active invocation formula, calling on the divine name.",Psalms 98:6,Psalms,98,6,μωυσης και ααρων εν τοις ιερευσιν αυτου και σαμουηλ εν τοις επικαλουμενοις το ονομα αυτου επεκαλουντο τον κυριον και αυτος επηκουσεν αυτων,"Moses and Aaron among his priests and Samuel among those calling on his name; they called on Lord, and he heard them.",other,call-on-name,5,13,Acts 2:21; Romans 10:13; 1 Corinthians 1:2; 2 Timothy 2:22,Acts 2:21: πᾶς ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου || Romans 10:13: πᾶς γὰρ ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου || 1 Corinthians 1:2: πᾶσιν τοῖς ἐπικαλουμένοις τὸ ὄνομα τοῦ κυρίου ἡμῶν || 2 Timothy 2:22: μετὰ τῶν ἐπικαλουμένων τὸν κύριον,Acts 2:21: everyone / whoever / might-call-upon / the name / of-Lord || Romans 10:13: everyone / for / whoever / might-call-upon / the name / of-Lord || 1 Corinthians 1:2: to all / the ones-calling-upon / the name / of the Lord / of-us || 2 Timothy 2:22: with / the ones-calling-upon / the Lord,Acts 2:21: Classic NT call-on-the-name formula. || Romans 10:13: Classic NT call-on-the-name formula. || 1 Corinthians 1:2: Strong idiom-family support. || 2 Timothy 2:22: Related invocation idiom.,4,3
call-on-name-formula,"Active invocation formula, calling on the divine name.",Psalms 115:4,Psalms,115,4,ποτηριον σωτηριου λημψομαι και το ονομα κυριου επικαλεσομαι,"Cup of salvation I will take, and name of Lord I will call upon.",call-on-name,call-on-name,5,13,Acts 2:21; Romans 10:13; 1 Corinthians 1:2; 2 Timothy 2:22,Acts 2:21: πᾶς ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου || Romans 10:13: πᾶς γὰρ ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου || 1 Corinthians 1:2: πᾶσιν τοῖς ἐπικαλουμένοις τὸ ὄνομα τοῦ κυρίου ἡμῶν || 2 Timothy 2:22: μετὰ τῶν ἐπικαλουμένων τὸν κύριον,Acts 2:21: everyone / whoever / might-call-upon / the name / of-Lord || Romans 10:13: everyone / for / whoever / might-call-upon / the name / of-Lord || 1 Corinthians 1:2: to all / the ones-calling-upon / the name / of the Lord / of-us || 2 Timothy 2:22: with / the ones-calling-upon / the Lord,Acts 2:21: Classic NT call-on-the-name formula. || Romans 10:13: Classic NT call-on-the-name formula. || 1 Corinthians 1:2: Strong idiom-family support. || 2 Timothy 2:22: Related invocation idiom.,4,3
call-on-name-formula,"Active invocation formula, calling on the divine name.",Zechariah 13:9,Zechariah,13,9,και διαξω το τριτον δια πυρος και πυρωσω αυτους ως πυρουται το αργυριον και δοκιμω αυτους ως δοκιμαζεται το χρυσιον αυτος επικαλεσεται το ονομα μου καγω επακουσομαι αυτω και ερω λαος μου ουτος εστιν και αυτος ερει κυριος ο θεος μου,"And I will bring third through fire and refine them as silver is refined and test them as gold is tested. He will call on my name, and I will hear him, and I will say, This is my people, and he will say, Lord is my God.",call-on-name,call-on-name,5,13,Acts 2:21; Romans 10:13; 1 Corinthians 1:2; 2 Timothy 2:22,Acts 2:21: πᾶς ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου || Romans 10:13: πᾶς γὰρ ὃς ἂν ἐπικαλέσηται τὸ ὄνομα κυρίου || 1 Corinthians 1:2: πᾶσιν τοῖς ἐπικαλουμένοις τὸ ὄνομα τοῦ κυρίου ἡμῶν || 2 Timothy 2:22: μετὰ τῶν ἐπικαλουμένων τὸν κύριον,Acts 2:21: everyone / whoever / might-call-upon / the name / of-Lord || Romans 10:13: everyone / for / whoever / might-call-upon / the name / of-Lord || 1 Corinthians 1:2: to all / the ones-calling-upon / the name / of the Lord / of-us || 2 Timothy 2:22: with / the ones-calling-upon / the Lord,Acts 2:21: Classic NT call-on-the-name formula. || Romans 10:13: Classic NT call-on-the-name formula. || 1 Corinthians 1:2: Strong idiom-family support. || 2 Timothy 2:22: Related invocation idiom.,4,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,2 Chronicles 6:20,2 Chronicles,6,20,του ειναι οφθαλμους σου ανεωγμενους επι τον οικον τουτον ημερας και νυκτος εις τον τοπον τουτον ον ειπας επικληθηναι το ονομα σου εκει του ακουσαι της προσευχης ης ο παις σου προσευχεται εις τον τοπον τουτον,"that your eyes may be open upon this house day and night, upon this place where you said your name would be called there, to hear prayer which your servant prays toward this place.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,2 Chronicles 12:13,2 Chronicles,12,13,και κατισχυσεν ροβοαμ εν ιερουσαλημ και εβασιλευσεν και τεσσαρακοντα και ενος ετων ροβοαμ εν τω βασιλευσαι αυτον και επτακαιδεκα ετη εβασιλευσεν εν ιερουσαλημ εν τη πολει η εξελεξατο κυριος επονομασαι το ονομα αυτου εκει εκ πασων φυλων υιων ισραηλ και ονομα της μητρος αυτου νοομμα η αμμανιτις,"And Roboam was strengthened in Ierousalem and reigned. Roboam was forty-one years old when he reigned, and he reigned seventeen years in Ierousalem, in city which Lord chose to name his name there from all tribes of sons of Israel, and name of his mother was Noomma the Ammonite.",name-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:5,Deuteronomy,12,5,αλλ' η εις τον τοπον ον αν εκλεξηται κυριος ο θεος υμων εν μια των φυλων υμων επονομασαι το ονομα αυτου εκει επικληθηναι και εκζητησετε και εισελευσεσθε εκει,"But only to the place that the Lord your God chooses in one of your tribes, to have his name called there, you shall seek, and you shall go in there.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:11,Deuteronomy,12,11,και εσται ο τοπος ον αν εκλεξηται κυριος ο θεος υμων επικληθηναι το ονομα αυτου εκει εκει οισετε παντα οσα εγω εντελλομαι υμιν σημερον τα ολοκαυτωματα υμων και τα θυσιασματα υμων και τα επιδεκατα υμων και τας απαρχας των χειρων υμων και τα δοματα υμων και παν εκλεκτον των δωρων υμων οσα εαν ευξησθε τω θεω υμων,"And it shall be, the place that the Lord your God chooses for his name to be called there, there you shall bring everything that I command you today, your whole burnt offerings and your sacrifices and your tithes and the firstfruits of your hands and every choice gift that you vow to your God.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:21,Deuteronomy,12,21,εαν δε μακροτερον απεχη σου ο τοπος ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει και θυσεις απο των βοων σου και απο των προβατων σου ων αν δω ο θεος σοι ον τροπον ενετειλαμην σοι και φαγη εν ταις πολεσιν σου κατα την επιθυμιαν της ψυχης σου,"And if the place that the Lord your God chooses for his name to be called there is farther from you, then you shall slaughter from your cattle and from your sheep that God gave you, in the way I commanded you, and you shall eat in your cities according to the desire of your soul.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 12:26,Deuteronomy,12,26,πλην τα αγια σου εαν γενηται σοι και τας ευχας σου λαβων ηξεις εις τον τοπον ον αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει,"Except your holy things that you may have, and your vows, taking them you shall come to the place that the Lord your God chooses for his name to be called there.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
name-there-formula,Name formula with location marker such as 'to have his name called there'.,Deuteronomy 14:23,Deuteronomy,14,23,και φαγη αυτο εναντι κυριου του θεου σου εν τω τοπω ω αν εκλεξηται κυριος ο θεος σου επικληθηναι το ονομα αυτου εκει οισετε τα επιδεκατα του σιτου σου και του οινου σου και του ελαιου σου τα πρωτοτοκα των βοων σου και των προβατων σου ινα μαθης φοβεισθαι κυριον τον θεον σου πασας τας ημερας,"And you shall eat it before the Lord your God in the place where the Lord your God chooses for his name to be called there. You shall bring the tithes of your grain and your wine and your oil and the firstborn of your cattle and your sheep, so that you may learn to fear the Lord your God all the days.",called-there,called-there,14,16,Acts 15:17; James 2:7; Romans 2:17,Acts 15:17: ἐφ' οὓς ἐπικέκληται τὸ ὄνομά μου ἐπ' αὐτούς || James 2:7: τὸ καλὸν ὄνομα τὸ ἐπικληθὲν ἐφ' ὑμᾶς || Romans 2:17: Ἰουδαῖος ἐπονομάζῃ,Acts 15:17: upon whom / has-been-called / name / of-me / upon / them || James 2:7: the good name / having-been-called / upon / you || Romans 2:17: Jew / you-are-called,Acts 15:17: Name-called-upon idiom applied to people in a covenantal setting. || James 2:7: Close name-called-upon formula. || Romans 2:17: Same verb family but not the full cultic formula.,3,3
